id,poll_date,constituency_id,is_byelection,electorate,turnout,turnout_pc,turnout_pc_change,majority,majority_pc,majority_pc_change,winning_party,is_notional,is_gain,sitting_party,swing,swing_to,swing_from,winning_votes,winning_candidate_name,winning_candidate_id
127310400000025,2010-05-06,S14000048,false,74953,46116,61.53,0.96,9895,21.46,0.96,Lab,false,false,Lab,2.26,SNP,Lab,21860,Katy Clark,
111525120000023,2005-05-05,S14000006,false,,44205,60.57,,11296,25.55,,Lab,false,true,,,,,,,
127310400000026,2010-05-06,E14000539,false,86986,56241,64.66,0.24,18227,32.41,0.24,C,false,false,C,1.51,C,LD,29703,Tony Baldry,
111525120000026,2005-05-05,E14000539,false,,53685,64.41,,10090,18.79,,C,true,true,,,,,25170,,
127310400000027,2010-05-06,S14000007,false,64300,38466,59.82,3.07,4027,10.47,3.07,SNP,false,false,SNP,10.67,C,SNP,15868,Eilidh Whiteford,
111525120000025,2005-05-05,S14000048,false,,37216,56.76,,11837,31.81,,SNP,false,true,,,,,,,
127310400000028,2010-05-06,E14000540,false,73864,45343,61.39,13.15,16555,36.51,13.15,Lab,false,false,Lab,1.73,Lab,C,24628,Margaret Hodge,
111525120000028,2005-05-05,E14000540,false,,36871,48.24,,12183,33.04,,Lab,true,true,,,,,18293,,
127310400000029,2010-05-06,E14000541,false,65543,37001,56.45,8.75,11093,29.98,8.75,Lab,false,false,Lab,4.17,LD,Lab,17487,Eric Illsley,
111525120000029,2005-05-05,E14000541,false,,30897,47.7,,11839,38.32,,Lab,true,true,,,,,17805,,
127310400000030,2010-05-06,E14000542,false,68435,38386,56.09,7.27,11090,28.89,7.27,Lab,false,false,Lab,14.02,LD,Lab,18059,Michael Dugher,
111525120000030,2005-05-05,E14000542,false,,32136,48.82,,18298,56.94,,Lab,true,true,,,,,22808,,
127310400000031,2010-05-06,E14000543,false,68758,44124,64.17,5.24,5208,11.8,5.24,Lab Co-op,false,false,Lab,0.37,C,Lab,21226,John Woodcock,
111525120000031,2005-05-05,E14000543,false,,38625,58.93,,4843,12.54,,Lab,true,true,,,,,17445,,
127310400000033,2010-05-06,E14000933,false,71815,44735,62.29,3.02,5772,12.9,3.02,C,false,true,Lab,7.52,C,Lab,19624,Stephen Metcalfe,
111525120000033,2005-05-05,E14000933,false,,42290,59.27,,905,2.14,,Lab,true,true,,,,,17195,,
127310400000032,2010-05-06,E14000544,false,65482,41569,63.48,1.18,12338,29.68,1.18,C,false,false,C,9.23,C,Lab,21922,John Baron,
111525120000032,2005-05-05,E14000544,false,,40643,62.3,,4559,11.22,,C,true,true,,,,,18699,,
127310400000034,2010-05-06,E14000545,false,75470,50654,67.12,6.16,13176,26.01,6.16,C,false,false,C,4.55,C,LD,25590,Maria Miller,
111525120000034,2005-05-05,E14000545,false,,42267,60.96,,2651,6.27,,C,true,true,,,,,16409,,
127310400000035,2010-05-06,E14000546,false,76542,49577,64.77,4.02,8215,16.57,4.02,Lab,false,false,Lab,0.67,C,Lab,25018,John Mann,
111525120000035,2005-05-05,E14000546,false,,46077,60.75,,8256,17.92,,Lab,true,true,,,,,24413,,
127310400000036,2010-05-06,E14000547,false,65603,47086,71.77,2.69,11883,25.24,2.69,LD,false,false,LD,5.84,LD,C,26651,Don Foster,
111525120000036,2005-05-05,E14000547,false,,41466,69.08,,5624,13.56,,LD,true,true,,,,,18845,,
127310400000037,2010-05-06,E14000548,false,76732,51109,66.61,5.81,4406,8.62,5.81,Lab,false,false,Lab,2.46,C,Lab,21565,Mike Wood,
111525120000037,2005-05-05,E14000548,false,,44744,60.79,,6060,13.54,,Lab,true,true,,,,,20249,,
127310400000038,2010-05-06,E14000549,false,74300,48792,65.67,6.49,5977,12.25,6.49,C,false,true,Lab,6.53,C,Lab,23103,Jane Ellison,
111525120000038,2005-05-05,E14000549,false,,40858,59.18,,332,0.81,,Lab,true,true,,,,,16615,,
127310400000039,2010-05-06,E14000550,false,74982,52490,70,6.85,21782,41.5,6.85,C,false,false,C,4.7,C,LD,32053,Dominic Grieve,
111525120000039,2005-05-05,E14000550,false,,46100,63.16,,14794,32.09,,C,true,true,,,,,24934,,
127310400000040,2010-05-06,E14000551,false,66219,47686,72.01,6.68,17784,37.29,6.68,C,false,false,C,3.15,LD,C,27597,Bob Stewart,
111525120000040,2005-05-05,E14000551,false,,41864,65.33,,16913,40.4,,C,true,true,,,,,25002,,
127310400000041,2010-05-06,E14000552,false,68491,45102,65.85,3.84,1353,3,3.84,C,false,true,Lab,5.52,C,Lab,17546,Richard Fuller,
111525120000041,2005-05-05,E14000552,false,,42458,62.01,,3413,8.04,,Lab,true,true,,,,,17657,,
127310400000042,2010-05-06,E14000813,false,76023,54897,72.21,3.5,15152,27.6,3.5,C,false,false,C,2.26,C,LD,28815,Nadine Dorries,
111525120000042,2005-05-05,E14000813,false,,50222,68.71,,11593,23.08,,C,true,true,,,,,23408,,
127310400000043,2010-05-06,E14000841,false,78060,55552,71.17,2.78,18942,34.1,2.78,C,false,false,C,2.55,C,LD,30989,Alistair Burt,
111525120000043,2005-05-05,E14000841,false,,49317,68.39,,12128,24.59,,C,true,true,,,,,24592,,
127310400000044,2010-05-06,E14000949,false,76559,50774,66.32,4.49,16649,32.79,4.49,C,false,false,C,0.69,C,LD,26815,Andrew Selous,
111525120000042,2005-05-05,E14000813,false,,45814,61.83,,8277,18.07,,C,false,true,,,,,,,
127310400000045,2010-05-06,N06000001,false,59007,34488,58.45,0.92,1533,4.45,0.92,Alliance,false,true,DUP,22.87,Alliance,DUP,12839,Naomi Long,
111525120000042,2005-05-05,E14000813,false,,34541,57.53,,7900,22.87,,DUP,true,true,,,,,18087,,
127310400000046,2010-05-06,N06000002,false,65504,36993,56.47,-1.47,2224,6.01,-1.47,DUP,false,false,DUP,5,SF,DUP,14812,Nigel Dodds,
111525120000043,2005-05-05,E14000841,false,,36406,57.95,,5832,16.02,,DUP,true,true,,,,,15650,,
127310400000047,2010-05-06,N06000003,false,59524,34186,57.43,-3.19,5926,17.33,-3.19,SDLP,false,false,SDLP,8.41,SDLP,DUP,14026,Alasdair McDonnell,
111525120000044,2005-05-05,E14000949,false,,36408,60.63,,188,0.52,,SDLP,true,true,,,,,10977,,
127310400000048,2010-05-06,N06000004,false,59522,32133,53.99,-10.25,17579,54.71,-10.25,SF,false,false,SF,1.07,SF,SDLP,22840,Gerry Adams,
111525120000045,2005-05-05,N06000001,false,,37147,64.23,,19527,52.57,,SF,true,true,,,,,25479,,
127310400000049,2010-05-06,E14000553,false,77623,44651,57.52,8.77,8530,19.1,8.77,LD,false,false,LD,1.55,LD,Lab,21590,Simon Hughes,
111525120000049,2005-05-05,E14000553,false,,36052,48.76,,5769,16,,LD,true,true,,,,,17177,,
127310400000050,2010-05-06,E14000554,false,57403,38439,66.96,3.67,2690,7,3.67,LD,false,false,LD,8.29,C,LD,16806,Alan Beith,
111525120000050,2005-05-05,E14000554,false,,36406,63.29,,8585,23.58,,LD,true,true,,,,,19147,,
127310400000051,2010-05-06,S14000008,false,73826,49014,66.39,3.09,5675,11.58,3.09,LD,false,false,LD,0.71,C,LD,22230,Michael Moore,
111525120000047,2005-05-05,N06000003,false,,45388,63.3,,5901,13,,LD,false,true,,,,,,,
127310400000052,2010-05-06,E14000555,false,81243,50728,62.44,10.94,11574,22.82,10.94,Lab,false,true,Respect,14.11,Lab,Respect,21784,Rushanara Ali,
111525120000052,2005-05-05,E14000555,false,,38366,51.5,,804,2.1,,Respect,true,true,,,,,14015,,
127310400000053,2010-05-06,E14000556,false,79611,53199,66.82,2.65,12987,24.41,2.65,C,false,false,C,1.58,C,LD,25063,Graham Stuart,
111525120000053,2005-05-05,E14000556,false,,49689,64.18,,3097,6.23,,C,true,true,,,,,20345,,
127310400000054,2010-05-06,E14000557,false,79208,54587,68.92,2.1,12880,23.6,2.1,C,false,false,C,3.96,LD,C,28147,Greg Barker,
111525120000054,2005-05-05,E14000557,false,,50414,66.82,,15893,31.52,,C,true,true,,,,,27316,,
127310400000055,2010-05-06,E14000558,false,64985,43182,66.45,1.79,10344,23.95,1.79,C,false,false,C,5.81,C,Lab,21794,David Evennett,
111525120000055,2005-05-05,E14000558,false,,41900,64.66,,5167,12.33,,C,true,true,,,,,19497,,
127310400000056,2010-05-06,E14000559,false,62773,35323,56.27,6.34,15395,43.58,6.34,Lab,false,false,Lab,2.34,C,Lab,22082,Frank Field,
111525120000056,2005-05-05,E14000559,false,,31676,49.94,,14638,46.21,,Lab,true,true,,,,,20534,,
127310400000057,2010-05-06,E14000560,false,68573,41571,60.62,3.32,1274,3.06,3.32,Lab,false,false,Lab,0.47,C,Lab,16894,Gisela Stuart,
111525120000057,2005-05-05,E14000560,false,,38825,57.3,,1555,4.01,,Lab,true,true,,,,,16732,,
127310400000058,2010-05-06,E14000561,false,66405,35546,53.53,5.11,3277,9.22,5.11,Lab,false,false,Lab,10.43,C,Lab,14869,Jack Dromey,
111525120000058,2005-05-05,E14000561,false,,32180,48.42,,9677,30.07,,Lab,true,true,,,,,17037,,
127310400000059,2010-05-06,E14000562,false,76580,48727,63.63,7.69,3799,7.8,7.69,Lab,false,false,Lab,11.07,Respect,Lab,16039,Roger Godsiff,
111525120000059,2005-05-05,E14000562,false,,41809,55.94,,6649,15.9,,Lab,true,true,,,,,17708,,
127310400000060,2010-05-06,E14000563,false,75040,42472,56.6,0.86,10302,24.26,0.86,Lab,false,false,Lab,3.61,Lab,LD,22077,Liam Byrne,
111525120000060,2005-05-05,E14000563,false,,41435,55.74,,7063,17.05,,Lab,true,true,,,,,19437,,
127310400000061,2010-05-06,E14000564,false,73646,35833,48.66,3.55,10105,28.2,3.55,Lab,false,false,Lab,2.49,Lab,LD,19950,Shabana Mahmood,
111525120000061,2005-05-05,E14000564,false,,29296,45.11,,6804,23.23,,Lab,true,true,,,,,15422,,
127310400000062,2010-05-06,E14000565,false,71338,41814,58.61,3.44,2782,6.65,3.44,Lab,false,false,Lab,6.64,C,Lab,16841,Richard Burden,
111525120000062,2005-05-05,E14000565,false,,39534,55.18,,7879,19.93,,Lab,true,true,,,,,19900,,
127310400000063,2010-05-06,E14000566,false,71304,42045,58.97,5.15,11908,28.32,5.15,Lab,false,false,Lab,4.05,Lab,LD,21142,Khalid Mahmood,
111525120000063,2005-05-05,E14000566,false,,38698,53.82,,7825,20.22,,Lab,true,true,,,,,17919,,
127310400000064,2010-05-06,E14000567,false,74805,46563,62.25,1.9,3482,7.48,1.9,Lab,false,false,Lab,4.83,C,Lab,17950,Steve McCabe,
111525120000064,2005-05-05,E14000567,false,,44131,60.34,,7564,17.14,,Lab,true,true,,,,,20672,,
127310400000065,2010-05-06,E14000568,false,72321,40850,56.48,2,3002,7.35,2,LD,false,false,LD,0.02,LD,Lab,16162,John Hemming,
111525120000065,2005-05-05,E14000568,false,,39223,54.49,,2864,7.3,,LD,true,true,,,,,16485,,
127310400000066,2010-05-06,E14000569,false,68370,41136,60.17,4.04,5218,12.68,4.04,Lab,false,false,Lab,7.2,C,Lab,16023,Helen Goodman,
111525120000066,2005-05-05,E14000569,false,,38128,56.12,,10047,26.35,,Lab,true,true,,,,,19065,,
127310400000067,2010-05-06,E14000570,false,72331,45499,62.9,5.23,9856,21.66,5.23,Lab,false,false,Lab,1.11,Lab,C,21751,Jack Straw,
111525120000067,2005-05-05,E14000570,false,,41388,57.67,,8048,19.45,,Lab,true,true,,,,,17439,,
127310400000068,2010-05-06,E14000571,false,69489,34204,49.22,3.36,12303,35.97,3.36,Lab,false,false,Lab,6.74,C,Lab,18563,Graham Stringer,
111525120000068,2005-05-05,E14000571,false,,30124,45.86,,13060,43.35,,Lab,true,true,,,,,18825,,
127310400000069,2010-05-06,E14000572,false,65888,40591,61.61,4.01,2150,5.3,4.01,C,false,true,Lab,6.89,C,Lab,16964,Paul Maynard,
111525120000069,2005-05-05,E14000572,false,,38199,57.6,,3241,8.48,,Lab,true,true,,,,,17470,,
127310400000070,2010-05-06,E14000573,false,63025,35191,55.84,3.53,1851,5.26,3.53,Lab,false,false,Lab,6.21,C,Lab,14448,Gordon Marsden,
111525120000070,2005-05-05,E14000573,false,,33451,52.31,,5911,17.67,,Lab,true,true,,,,,16232,,
127310400000071,2010-05-06,W07000072,false,52438,32395,61.78,-4.36,10516,32.46,-4.36,Lab,false,true,Blaenau Voice,,,,16974,Nick Smith,
11515392000001,2006-06-29,W07000049,true,,27165,51.73,,2484,9.14,,Ind Davies,false,true,,,,,,,
111525120000070,2005-05-05,E14000573,false,,35251,66.14,,9121,25.87,,Ind Law,false,true,,,,,,,
127310400000072,2010-05-06,E14000574,false,67808,44913,66.24,4.02,9117,20.3,4.02,Lab,false,false,Lab,3.28,Lab,LD,22297,Dave Anderson,
111525120000072,2005-05-05,E14000574,false,,41818,62.22,,5748,13.75,,Lab,true,true,,,,,21591,,
127310400000073,2010-05-06,E14000575,false,64263,38566,60.01,3.8,6668,17.29,3.8,Lab,false,false,Lab,3.27,LD,Lab,17156,Ronnie Campbell,
111525120000072,2005-05-05,E14000574,false,,35773,56.21,,8527,23.84,,Lab,false,true,,,,,,,
127310400000074,2010-05-06,E14000576,false,70812,46852,66.16,3,13063,27.88,3,C,false,false,C,2.31,C,LD,24087,Nick Gibb,
111525120000074,2005-05-05,E14000576,false,,42766,63.17,,8617,20.15,,C,true,true,,,,,19309,,
127310400000075,2010-05-06,E14000577,false,72766,43988,60.45,4.31,11182,25.42,4.31,Lab,false,false,Lab,11.23,C,Lab,21994,Dennis Skinner,
111525120000075,2005-05-05,E14000577,false,,40395,56.14,,19260,47.68,,Lab,true,true,,,,,26331,,
127310400000076,2010-05-06,E14000578,false,67281,43277,64.32,9.83,4084,9.44,9.83,Lab,false,false,Lab,1.27,C,Lab,19870,David Crausby,
111525120000076,2005-05-05,E14000578,false,,37772,54.5,,4527,11.99,,Lab,true,true,,,,,17486,,
127310400000077,2010-05-06,E14000579,false,69928,39604,56.64,5.31,8634,21.8,5.31,Lab,false,false,Lab,5.61,C,Lab,18782,Yasmin Qureshi,
111525120000077,2005-05-05,E14000579,false,,34765,51.33,,11483,33.03,,Lab,true,true,,,,,19366,,
127310400000078,2010-05-06,E14000580,false,71250,47576,66.77,5.53,92,0.19,5.53,Lab,false,false,Lab,5.88,C,Lab,18327,Julie Hilling,
111525120000078,2005-05-05,E14000580,false,,42184,61.24,,5041,11.95,,Lab,true,true,,,,,19137,,
127310400000079,2010-05-06,E14000581,false,71426,41277,57.79,7.02,21181,51.31,7.02,Lab,false,false,Lab,1.59,LD,Lab,27426,Joe Benton,
111525120000079,2005-05-05,E14000581,false,,36937,50.77,,20125,54.48,,Lab,true,true,,,,,26243,,
127310400000080,2010-05-06,E14000582,false,70529,43125,61.15,2.23,12426,28.81,2.23,C,false,false,C,7,C,Lab,21325,Mark Simmonds,
111525120000080,2005-05-05,E14000582,false,,43151,58.92,,6391,14.81,,C,true,true,,,,,19991,,
127310400000081,2010-05-06,E14000583,false,77296,54274,70.22,4.56,5032,9.27,4.56,C,false,false,C,5.87,LD,C,23132,David Tredinnick,
111525120000081,2005-05-05,E14000583,false,,49768,65.65,,5335,10.72,,C,true,true,,,,,21210,,
127310400000082,2010-05-06,E14000584,false,71125,44024,61.9,2.93,7728,17.55,2.93,C,false,false,C,1.76,C,LD,21320,Tobias Ellwood,
111525120000082,2005-05-05,E14000584,false,,41835,58.96,,5874,14.04,,C,true,true,,,,,18949,,
127310400000083,2010-05-06,E14000585,false,71753,41659,58.06,4.18,5583,13.4,4.18,C,false,false,C,2.92,C,LD,18808,Conor Burns,
111525120000083,2005-05-05,E14000585,false,,36613,53.88,,2766,7.55,,C,true,true,,,,,14476,,
127310400000084,2010-05-06,E14000586,false,76885,52140,67.82,5.15,15704,30.12,5.15,C,false,false,C,0.97,LD,C,27327,Phillip Lee,
111525120000084,2005-05-05,E14000586,false,,45704,62.67,,10037,21.96,,C,true,true,,,,,22789,,
127310400000085,2010-05-06,E14000587,false,65116,40457,62.13,8.02,365,0.9,8.02,LD,false,true,Lab,7.57,LD,Lab,13637,David Ward,
111525120000085,2005-05-05,E14000587,false,,36705,54.12,,5227,14.24,,Lab,true,true,,,,,16172,,
127310400000086,2010-05-06,E14000588,false,63580,37995,59.76,6.34,4622,12.16,6.34,Lab,false,false,Lab,5.91,C,Lab,15682,Gerry Sutcliffe,
111525120000086,2005-05-05,E14000588,false,,35198,53.42,,8444,23.99,,Lab,true,true,,,,,17009,,
127310400000087,2010-05-06,E14000589,false,62519,40576,64.9,8.86,5763,14.2,8.86,Lab,false,false,Lab,2.93,Lab,C,18401,Marsha Singh,
111525120000087,2005-05-05,E14000589,false,,36583,56.04,,3050,8.34,,Lab,true,true,,,,,14524,,
127310400000088,2010-05-06,E14000590,false,71162,49203,69.14,4.92,16121,32.76,4.92,C,false,false,C,6.74,C,Lab,25901,Brooks Newmark,
111525120000088,2005-05-05,E14000590,false,,44898,64.22,,8658,19.28,,C,true,true,,,,,22422,,
127310400000089,2010-05-06,W07000068,false,53589,38845,72.49,2.99,3747,9.65,2.99,LD,false,false,LD,0.27,C,LD,17929,Roger Williams,
111525120000088,2005-05-05,E14000590,false,,38341,69.49,,3905,10.18,,LD,false,true,,,,,,,
127310400000090,2010-05-06,E14000591,false,74076,45324,61.19,5.69,1345,2.97,5.69,LD,false,true,Lab,10.99,LD,Lab,20026,Sarah Teather,
111525120000090,2005-05-05,E14000591,false,,39267,55.49,,7469,19.02,,Lab,true,true,,,,,19684,,
127310400000091,2010-05-06,E14000592,false,83896,52298,62.34,3.86,8028,15.35,3.86,Lab,false,false,Lab,2.35,C,Lab,24514,Barry Gardiner,
111525120000091,2005-05-05,E14000592,false,,44054,58.48,,8830,20.04,,Lab,true,true,,,,,21751,,
127310400000092,2010-05-06,E14000593,false,83546,53765,64.35,11.52,1958,3.64,11.52,C,false,true,Lab,5.96,C,Lab,20022,Mary Macleod,
111525120000092,2005-05-05,E14000593,false,,43839,52.83,,3633,8.29,,Lab,true,true,,,,,17092,,
127310400000093,2010-05-06,E14000594,false,73224,50592,69.09,1.17,16921,33.45,1.17,C,false,false,C,3.12,C,LD,28793,Eric Pickles,
111525120000093,2005-05-05,E14000594,false,,46016,67.92,,12522,27.21,,C,true,true,,,,,24865,,
127310400000094,2010-05-06,W07000073,false,58700,38347,65.33,5.59,2263,5.9,5.59,Lab,false,false,Lab,5.98,C,Lab,13931,Madeleine Moon,
111525120000094,2005-05-05,W07000073,false,,34079,59.74,,6089,17.87,,Lab,true,true,,,,,14621,,
127310400000095,2010-05-06,E14000595,false,76560,54493,71.18,7.16,9249,16.97,7.16,C,false,false,C,2.88,LD,C,24675,Ian Liddell-Grainger,
111525120000095,2005-05-05,E14000595,false,,50988,64.02,,10081,19.77,,C,true,true,,,,,23140,,
127310400000096,2010-05-06,E14000596,false,67345,43874,65.15,2.41,5147,11.73,2.41,C,false,true,Lab,9.79,C,Lab,19680,Andrew Percy,
111525120000096,2005-05-05,E14000596,false,,41010,62.74,,3217,7.84,,Lab,true,true,,,,,18795,,
127310400000097,2010-05-06,E14000597,false,66017,42705,64.69,5.92,1328,3.11,5.92,C,false,true,Lab,3.97,C,Lab,16217,Simon Kirby,
111525120000097,2005-05-05,E14000597,false,,38338,58.77,,1853,4.83,,Lab,true,true,,,,,14939,,
127310400000098,2010-05-06,E14000598,false,74004,51834,70.04,7.67,1252,2.42,7.67,Green,false,true,Lab,8.45,Green,Lab,16238,Caroline Lucas,
111525120000098,2005-05-05,E14000598,false,,44741,62.37,,5867,13.11,,Lab,true,true,,,,,16283,,
127310400000099,2010-05-06,E14000599,false,69448,45017,64.82,1.77,3722,8.27,1.77,Lab,false,false,Lab,4.54,C,Lab,16471,Kerry McCarthy,
111525120000099,2005-05-05,E14000599,false,,42266,63.05,,7335,17.35,,Lab,true,true,,,,,19236,,
1273104000000100,2010-05-06,E14000600,false,73469,50336,68.51,-0.27,3274,6.5,-0.27,C,false,true,Lab,8.86,C,Lab,19115,Charlotte Leslie,
1115251200000100,2005-05-05,E14000600,false,,48851,68.78,,2781,5.69,,Lab,true,true,,,,,18649,,
1273104000000101,2010-05-06,E14000601,false,78579,48377,61.56,2.56,4734,9.79,2.56,Lab,false,false,Lab,7.53,LD,Lab,18600,Dawn Primarolo,
1115251200000101,2005-05-05,E14000601,false,,43967,59,,10928,24.86,,Lab,true,true,,,,,21364,,
1273104000000102,2010-05-06,E14000602,false,82728,55347,66.9,3.28,11366,20.54,3.28,LD,false,false,LD,9,LD,Lab,26593,Stephen Williams,
1115251200000102,2005-05-05,E14000602,false,,45056,63.62,,1147,2.55,,LD,true,true,,,,,17599,,
1273104000000103,2010-05-06,E14000603,false,73168,52676,71.99,7.56,7292,13.84,7.56,C,false,false,C,0.06,LD,C,24338,Keith Simpson,
1115251200000103,2005-05-05,E14000603,false,,47066,64.43,,6573,13.97,,C,true,true,,,,,20442,,
1273104000000104,2010-05-06,E14000604,false,65427,44037,67.31,4.63,13900,31.56,4.63,C,false,false,C,5.13,C,LD,23569,Bob Neill,
1115251200000104,2005-05-05,E14000604,false,,40045,62.68,,8236,20.57,,C,true,true,,,,,18024,,
1273104000000105,2010-05-06,E14000605,false,73086,51630,70.64,3.08,11308,21.9,3.08,C,false,false,C,0.41,C,Lab,22558,Sajid Javid,
1115251200000104,2005-05-05,E14000604,false,,47810,67.56,,10080,21.08,,C,false,true,,,,,,,
