id,poll_date,constituency_id,is_byelection,electorate,turnout,turnout_pc,turnout_pc_change,majority,majority_pc,majority_pc_change,winning_party,is_notional,is_gain,sitting_party,swing,swing_to,swing_from,winning_votes,winning_candidate_name,winning_candidate_id
1273104000000106,2010-05-06,E14000606,false,71391,45658,63.95,4.3,18804,41.18,4.3,C,false,false,C,6.43,C,Lab,26844,Charles Walker,
1115251200000105,2005-05-05,E14000605,false,,40628,59.65,,11509,28.33,,C,false,true,,,,,,,
1273104000000107,2010-05-06,E14000607,false,72042,52727,73.19,4.22,389,0.74,4.22,C,false,true,Lab,2.59,C,Lab,20585,Anna Soubry,
1115251200000107,2005-05-05,E14000607,false,,48146,68.97,,2139,4.44,,Lab,true,true,,,,,20089,,
1273104000000108,2010-05-06,E14000608,false,74996,48335,64.45,-3.79,12529,25.92,-3.79,Speaker,false,false,Speaker,,,,22860,John Bercow,
1115251200000108,2005-05-05,E14000608,false,,49473,68.24,,18716,37.83,,C,true,true,,,,,28781,,
1273104000000109,2010-05-06,E14000609,false,66616,41845,62.82,3.63,1818,4.34,3.63,LD,false,true,Lab,9.58,LD,Lab,14932,Gordon Birtwistle,
1115251200000108,2005-05-05,E14000608,false,,38983,59.18,,5778,14.82,,Lab,false,true,,,,,,,
1273104000000110,2010-05-06,E14000610,false,74874,49823,66.54,6.08,6304,12.65,6.08,C,false,true,Lab,8.73,C,Lab,22188,Andrew Griffiths,
1115251200000110,2005-05-05,E14000610,false,,44368,60.46,,2132,4.81,,Lab,true,true,,,,,18677,,
1273104000000111,2010-05-06,E14000611,false,66759,44961,67.35,5.69,2243,4.99,5.69,C,false,true,Lab,5.02,C,Lab,18070,David Nuttall,
1115251200000111,2005-05-05,E14000611,false,,40778,61.66,,2059,5.05,,Lab,true,true,,,,,17064,,
1273104000000112,2010-05-06,E14000612,false,73544,48267,65.63,7.14,3292,6.82,7.14,Lab,false,false,Lab,8.01,C,Lab,19508,Ivan Lewis,
1115251200000112,2005-05-05,E14000612,false,,42815,58.49,,9779,22.84,,Lab,true,true,,,,,21807,,
1273104000000113,2010-05-06,E14000613,false,84727,58718,69.3,2.47,12380,21.08,2.47,C,false,false,C,2.76,LD,C,27899,David Ruffley,
1115251200000113,2005-05-05,E14000613,false,,52959,66.83,,10080,19.03,,C,true,true,,,,,24549,,
1273104000000114,2010-05-06,W07000076,false,62134,38992,62.75,6.26,10755,27.58,6.26,Lab,false,false,Lab,6.57,C,Lab,17377,Wayne David,
1115251200000114,2005-05-05,W07000076,false,,36223,56.49,,13517,37.32,,Lab,true,true,,,,,20082,,
1273104000000115,2010-05-06,S14000009,false,47257,28768,60.88,1.81,4826,16.78,1.81,LD,false,false,LD,6.38,Lab,LD,11907,John Thurso,
1115251200000115,2005-05-05,S14000009,false,,27663,59.06,,8168,29.53,,LD,false,true,,,,,,,
1273104000000116,2010-05-06,E14000614,false,76903,51780,67.33,1.3,6431,12.42,1.3,C,false,true,Lab,7.58,C,Lab,20397,Craig Whittaker,
1115251200000116,2005-05-05,E14000614,false,,47656,66.03,,1303,2.73,,Lab,true,true,,,,,18347,,
1273104000000117,2010-05-06,E14000615,false,78618,46659,59.35,7.35,17187,36.84,7.35,Lab,false,false,Lab,3,LD,Lab,27619,Harriet Harman,
1115251200000117,2005-05-05,E14000615,false,,38773,52,,16608,42.83,,Lab,true,true,,,,,24529,,
1273104000000118,2010-05-06,E14000616,false,63968,42493,66.43,3.22,66,0.16,3.22,C,false,true,LD,5.21,C,LD,15969,George Eustice,
1115251200000118,2005-05-05,E14000616,false,,38577,63.2,,2733,7.08,,LD,true,true,,,,,13830,,
1273104000000119,2010-05-06,E14000617,false,77081,50130,65.04,6.05,6792,13.55,6.05,LD,false,false,LD,6.98,C,LD,19621,Julian Huppert,
1115251200000119,2005-05-05,E14000617,false,,47534,58.98,,5834,12.27,,LD,true,true,,,,,21278,,
1273104000000120,2010-05-06,E14000842,false,73224,52264,71.38,12.23,16425,31.43,12.23,C,false,false,C,0.79,C,LD,26862,Stephen Barclay,
1115251200000120,2005-05-05,E14000842,false,,47406,59.14,,7726,16.3,,C,true,true,,,,,22249,,
1273104000000121,2010-05-06,E14000855,false,88857,58283,65.59,2.28,16677,28.61,2.28,C,false,false,C,2.64,C,LD,29425,Shailesh Vara,
1115251200000121,2005-05-05,E14000855,false,,52990,63.31,,10925,20.62,,C,true,true,,,,,24491,,
1273104000000122,2010-05-06,E14000934,false,78995,59056,74.76,6.61,7838,13.27,6.61,C,false,false,C,2.46,LD,C,27995,Andrew Lansley,
1115251200000122,2005-05-05,E14000934,false,,52946,68.15,,9634,18.2,,C,true,true,,,,,24621,,
1273104000000123,2010-05-06,E14000937,false,83068,57602,69.34,5.1,5946,10.32,5.1,C,false,false,C,2.67,LD,C,27629,Jim Paice,
1115251200000123,2005-05-05,E14000937,false,,51799,64.25,,8110,15.66,,C,true,true,,,,,24422,,
1273104000000124,2010-05-06,E14000618,false,74509,45559,61.15,3.72,3195,7.01,3.72,C,false,true,Lab,14.01,C,Lab,18271,Aidan Burley,
1115251200000124,2005-05-05,E14000618,false,,41556,57.43,,8726,21,,Lab,true,true,,,,,21187,,
1273104000000125,2010-05-06,E14000619,false,76808,49209,64.07,-2.35,6048,12.29,-2.35,C,false,false,C,5.36,LD,C,22050,Julian Brazier,
1115251200000125,2005-05-05,E14000619,false,,46285,66.41,,7579,16.37,,C,true,true,,,,,20590,,
1273104000000126,2010-05-06,W07000050,false,61162,36151,59.11,-0.12,4576,12.66,-0.12,LD,false,false,LD,1.41,Lab,LD,14976,Jenny Willott,
1115251200000125,2005-05-05,E14000619,false,,36132,59.23,,5593,15.48,,LD,false,true,,,,,,,
1273104000000127,2010-05-06,W07000051,false,65553,47630,72.66,2.16,194,0.41,2.16,C,false,true,Lab,1.47,C,Lab,17860,Jonathan Evans,
1115251200000126,2005-05-05,W07000050,false,,45360,70.5,,1146,2.53,,Lab,false,true,,,,,,,
1273104000000128,2010-05-06,W07000080,false,73704,44370,60.2,2.01,4710,10.62,2.01,Lab Co-op,false,false,Lab,6.03,C,Lab,17263,Alun Michael,
1115251200000128,2005-05-05,W07000080,false,,39487,58.19,,8955,22.68,,Lab,true,true,,,,,18402,,
1273104000000129,2010-05-06,W07000079,false,62787,40957,65.23,7.05,4750,11.6,7.05,Lab,false,false,Lab,5.33,C,Lab,16893,Kevin Brennan,
1115251200000129,2005-05-05,W07000079,false,,37578,58.18,,8361,22.25,,Lab,true,true,,,,,16859,,
1273104000000130,2010-05-06,E14000620,false,65263,42200,64.66,6.11,853,2.02,6.11,C,false,true,Lab,7.74,C,Lab,16589,John Stevenson,
1115251200000130,2005-05-05,E14000620,false,,37791,58.55,,5085,13.46,,Lab,true,true,,,,,17701,,
1273104000000131,2010-05-06,W07000067,false,52385,38011,72.56,1.75,3481,9.16,1.75,PC,false,false,PC,4.19,Lab,PC,13546,Jonathan Edwards,
1115251200000131,2005-05-05,W07000067,false,,37344,70.81,,6551,17.54,,PC,true,true,,,,,17124,,
1273104000000132,2010-05-06,W07000066,false,57519,40507,70.42,3.17,3423,8.45,3.17,C,false,true,Lab,6.88,C,Lab,16649,Simon Hart,
1115251200000132,2005-05-05,W07000066,false,,38429,67.25,,2043,5.32,,Lab,true,true,,,,,14090,,
1273104000000133,2010-05-06,E14000621,false,66520,45918,69.03,4.76,5260,11.46,4.76,LD,false,false,LD,4.26,LD,C,22180,Tom Brake,
1115251200000133,2005-05-05,E14000621,false,,41768,64.27,,1225,2.93,,LD,true,true,,,,,16870,,
1273104000000134,2010-05-06,E14000622,false,67284,45026,66.92,1,7632,16.95,1,C,false,true,Ind,,,,19806,Rebecca Harris,
1115251200000133,2005-05-05,E14000621,false,,45802,65.92,,8201,17.91,,C,false,true,,,,,,,
1273104000000135,2010-05-06,W07000064,false,59043,38258,64.8,-3.22,8324,21.76,-3.22,LD,false,false,LD,10.57,LD,PC,19139,Mark Williams,
1115251200000135,2005-05-05,W07000064,false,,35716,68.01,,218,0.61,,LD,true,true,,,,,13045,,
1273104000000136,2010-05-06,E14000625,false,74473,53542,71.89,5.62,15029,28.07,5.62,C,false,false,C,0.1,LD,C,26560,Stephen Dorrell,
1115251200000136,2005-05-05,E14000625,false,,47727,66.28,,8613,18.05,,C,true,true,,,,,22230,,
1273104000000137,2010-05-06,E14000626,false,71122,43807,61.59,0.96,6069,13.85,0.96,C,false,true,Lab,11.05,C,Lab,20230,Tracey Crouch,
1115251200000137,2005-05-05,E14000626,false,,39865,60.64,,3289,8.25,,Lab,true,true,,,,,17960,,
1273104000000138,2010-05-06,E14000627,false,72458,52512,72.47,3.73,3272,6.23,3.73,LD,false,false,LD,0.59,C,LD,24717,Mark Hunter,
1115251200000138,2005-05-05,E14000627,false,,49564,68.74,,3672,7.41,,LD,true,true,,,,,23671,,
1273104000000139,2010-05-06,E14000628,false,77529,54593,70.42,9.29,5110,9.36,9.29,C,false,false,C,0.08,C,LD,25207,Simon Burns,
1115251200000139,2005-05-05,E14000628,false,,47353,61.13,,4358,9.2,,C,true,true,,,,,18686,,
1273104000000140,2010-05-06,E14000629,false,66295,39856,60.12,7.53,16722,41.96,7.53,C,false,false,C,6.08,C,Lab,24093,Greg Hands,
1115251200000140,2005-05-05,E14000629,false,,34415,52.59,,10253,29.79,,C,true,true,,,,,19003,,
1273104000000141,2010-05-06,E14000630,false,78998,52786,66.82,4.37,4920,9.32,4.37,LD,false,false,LD,4.33,LD,C,26659,Martin Horwood,
1115251200000141,2005-05-05,E14000630,false,,47904,62.45,,316,0.66,,LD,true,true,,,,,18877,,
1273104000000142,2010-05-06,E14000631,false,70333,52444,74.57,7.81,16710,31.86,7.81,C,false,false,C,2.28,C,LD,31658,Cheryl Gillan,
1115251200000142,2005-05-05,E14000631,false,,47511,66.75,,12974,27.31,,C,true,true,,,,,25427,,
1273104000000143,2010-05-06,E14000640,false,68874,46790,67.94,3.62,2583,5.52,3.62,C,false,true,Lab,3.86,C,Lab,18995,Stephen Mosley,
1115251200000143,2005-05-05,E14000640,false,,44284,64.31,,973,2.2,,Lab,true,true,,,,,17263,,
1273104000000144,2010-05-06,E14000632,false,71878,45839,63.77,3.83,549,1.2,3.83,Lab,false,true,LD,3.78,Lab,LD,17891,Toby Perkins,
1115251200000144,2005-05-05,E14000632,false,,42992,59.95,,2733,6.36,,LD,true,true,,,,,20190,,
1273104000000145,2010-05-06,E14000633,false,81462,56787,69.71,4.52,15877,27.96,4.52,C,false,false,C,3.82,C,LD,31427,Andrew Tyrie,
1115251200000145,2005-05-05,E14000633,false,,51455,65.19,,10457,20.32,,C,true,true,,,,,24693,,
1273104000000146,2010-05-06,E14000634,false,64831,43106,66.49,3.53,12963,30.07,3.53,C,false,false,C,1.27,C,Lab,22743,Iain Duncan Smith,
1115251200000144,2005-05-05,E14000632,false,,38648,62.96,,10641,27.53,,C,false,true,,,,,,,
1273104000000147,2010-05-06,E14000635,false,72105,52385,72.65,5.77,2470,4.72,5.77,LD,false,false,LD,0.01,LD,C,23970,Duncan Hames,
1115251200000147,2005-05-05,E14000635,false,,46445,66.88,,2183,4.7,,LD,true,true,,,,,19704,,
1273104000000148,2010-05-06,E14000636,false,77798,50608,65.05,2.35,11927,23.57,2.35,C,false,false,C,5.77,C,Lab,24700,Theresa Villiers,
1115251200000148,2005-05-05,E14000636,false,,45408,62.71,,5457,12.02,,C,true,true,,,,,20825,,
1273104000000149,2010-05-06,E14000637,false,70950,49774,70.15,8.05,2593,5.21,8.05,Lab,false,false,Lab,5.6,C,Lab,21515,Lindsay Hoyle,
1115251200000149,2005-05-05,E14000637,false,,44388,62.11,,7285,16.41,,Lab,true,true,,,,,22568,,
1273104000000150,2010-05-06,E14000638,false,68861,49416,71.76,1.41,15410,31.18,1.41,C,false,false,C,0.05,LD,C,27888,Christopher Chope,
1115251200000150,2005-05-05,E14000638,false,,46807,70.35,,14640,31.28,,C,true,true,,,,,25886,,
1273104000000151,2010-05-06,E14000639,false,66489,36931,55.54,4.39,11076,29.99,4.39,C,false,false,C,3.51,C,Lab,19264,Mark Field,
1115251200000151,2005-05-05,E14000639,false,,32019,51.15,,7352,22.96,,C,true,true,,,,,15449,,
1273104000000152,2010-05-06,E14000642,false,67194,43123,64.18,1.63,12068,27.99,1.63,C,false,false,C,9.74,C,Lab,22867,Douglas Carswell,
1115251200000152,2005-05-05,E14000642,false,,42677,62.54,,3629,8.5,,C,true,true,,,,,18971,,
1273104000000153,2010-05-06,E14000643,false,70214,44966,64.04,2.43,4298,9.56,2.43,C,false,true,Lab,7.81,C,Lab,18939,Martin Vickers,
1115251200000149,2005-05-05,E14000637,false,,43589,61.61,,2642,6.06,,Lab,false,true,,,,,,,
1273104000000154,2010-05-06,W07000062,false,53748,34681,64.53,3.3,2834,8.17,3.3,Lab,false,false,Lab,5.83,C,Lab,13311,Susan Elan Jones,
1115251200000154,2005-05-05,W07000062,false,,31350,61.23,,6220,19.84,,Lab,true,true,,,,,14172,,
1273104000000155,2010-05-06,W07000059,false,57913,38111,65.81,0.72,6419,16.84,0.72,C,false,false,C,8.35,C,Lab,15833,David Jones,
1115251200000155,2005-05-05,W07000059,false,,36047,65.09,,51,0.14,,C,true,true,,,,,13021,,
1273104000000156,2010-05-06,S14000011,false,70067,41635,59.42,2.52,20714,49.75,2.52,Lab,false,false,Lab,0.58,SNP,Lab,27728,Tom Clarke,
1115251200000152,2005-05-05,E14000642,false,,38344,56.9,,19519,50.9,,Lab,false,true,,,,,,,
1273104000000157,2010-05-06,E14000644,false,74062,46139,62.3,5.76,6982,15.13,5.76,LD,false,false,LD,0.24,C,LD,22151,Bob Russell,
1115251200000157,2005-05-05,E14000644,false,,40937,56.54,,6388,15.6,,LD,true,true,,,,,19517,,
1273104000000158,2010-05-06,E14000645,false,80062,55296,69.07,3.8,4837,8.75,3.8,C,false,true,Lab,6.55,C,Lab,20440,Jason McCartney,
1115251200000158,2005-05-05,E14000645,false,,50430,65.27,,1267,2.51,,Lab,true,true,,,,,17862,,
1273104000000159,2010-05-06,E14000646,false,73692,50780,68.91,4.76,7063,13.91,4.76,C,false,false,C,2.3,LD,C,23250,Fiona Bruce,
1115251200000155,2005-05-05,W07000059,false,,46682,64.15,,8246,17.66,,C,false,true,,,,,,,
1273104000000160,2010-05-06,E14000647,false,63291,42787,67.6,5.41,3833,8.96,5.41,Lab,false,false,Lab,2.14,C,Lab,19699,Jamie Reed,
1115251200000160,2005-05-05,E14000647,false,,38958,62.2,,5157,13.24,,Lab,true,true,,,,,18198,,
1273104000000161,2010-05-06,E14000648,false,78305,54236,69.26,2.79,1895,3.49,2.79,C,false,true,Lab,3.31,C,Lab,22886,Louise Bagshawe,
1115251200000158,2005-05-05,E14000645,false,,48527,66.48,,1517,3.13,,Lab Co-op,false,true,,,,,,,
1273104000000162,2010-05-06,E14000837,false,68662,46844,68.22,3.71,2981,6.36,3.71,LD,false,false,LD,0.25,C,LD,22512,Dan Rogerson,
1115251200000162,2005-05-05,E14000837,false,,42098,64.51,,2892,6.87,,LD,true,true,,,,,17812,,
1273104000000163,2010-05-06,E14000938,false,72237,49617,68.69,1.03,3220,6.49,1.03,C,false,true,LD,9.13,C,LD,22390,Sheryll Murray,
1115251200000163,2005-05-05,E14000938,false,,46586,67.66,,5485,11.77,,LD,true,true,,,,,21795,,
1273104000000164,2010-05-06,E14000991,false,76728,54832,71.46,4.23,12864,23.46,4.23,C,false,false,C,1.08,C,LD,29075,Geoffrey Clifton-Brown,
1115251200000164,2005-05-05,E14000991,false,,50451,67.24,,10742,21.29,,C,true,true,,,,,24907,,
1273104000000165,2010-05-06,E14000649,false,73035,43383,59.4,6.03,11775,27.14,6.03,Lab,false,false,Lab,5.47,C,Lab,21384,Bob Ainsworth,
1115251200000165,2005-05-05,E14000649,false,,38399,53.37,,14621,38.08,,Lab,true,true,,,,,21859,,
1273104000000166,2010-05-06,E14000650,false,72871,46560,63.89,3.8,6288,13.51,3.8,Lab,false,false,Lab,3.92,C,Lab,19936,Geoffrey Robinson,
1115251200000166,2005-05-05,E14000650,false,,41844,60.1,,8934,21.35,,Lab,true,true,,,,,20084,,
1273104000000167,2010-05-06,E14000651,false,73652,45924,62.35,3.04,3845,8.37,3.04,Lab,false,false,Lab,3.41,C,Lab,19197,Jim Cunningham,
1115251200000167,2005-05-05,E14000651,false,,41075,59.31,,6237,15.18,,Lab,true,true,,,,,18826,,
1273104000000168,2010-05-06,E14000652,false,72781,47504,65.27,6.9,5928,12.48,6.9,C,false,true,Lab,6.28,C,Lab,21264,Henry Smith,
1115251200000165,2005-05-05,E14000649,false,,41973,58.37,,37,0.09,,Lab,false,true,,,,,,,
1273104000000169,2010-05-06,E14000653,false,77460,51084,65.95,6.05,6046,11.84,6.05,C,false,true,Lab,13.67,C,Lab,23420,Edward Timpson,
1115251200000169,2005-05-05,E14000653,false,,45142,59.9,,6999,15.5,,Lab,true,true,,,,,21860,,
1273104000000170,2010-05-06,E14000654,false,78880,49757,63.08,2.96,2969,5.97,2.96,C,false,true,Lab,3.34,C,Lab,19657,Gavin Barwell,
1115251200000170,2005-05-05,E14000654,false,,45592,60.11,,328,0.72,,Lab,true,true,,,,,18745,,
1273104000000171,2010-05-06,E14000655,false,85212,51678,60.65,7.96,16483,31.9,7.96,Lab,false,false,Lab,0.27,Lab,C,28949,Malcolm Wicks,
1115251200000171,2005-05-05,E14000655,false,,45225,52.69,,14185,31.37,,Lab,true,true,,,,,24251,,
1273104000000172,2010-05-06,E14000656,false,81301,56322,69.28,5.83,15818,28.08,5.83,C,false,false,C,1.75,LD,C,28684,Richard Ottaway,
1115251200000172,2005-05-05,E14000656,false,,50914,63.44,,14228,27.95,,C,true,true,,,,,26478,,
1273104000000173,2010-05-06,S14000012,false,64037,41150,64.26,3.89,13755,33.43,3.89,Lab,false,false,Lab,1.92,Lab,SNP,23549,Gregg McClymont,
1115251200000171,2005-05-05,E14000655,false,,39088,60.37,,11562,29.58,,Lab,false,true,,,,,,,
1273104000000174,2010-05-06,W07000070,false,50656,29876,58.98,-1.26,9617,32.19,-1.26,Lab,false,false,Lab,8.65,PC,Lab,15681,Ann Clwyd,
1115251200000174,2005-05-05,W07000070,false,,29080,60.24,,14390,49.48,,Lab,true,true,,,,,18329,,
1273104000000175,2010-05-06,E14000657,false,69764,44232,63.4,6.61,2630,5.95,6.61,Lab,false,false,Lab,4.87,C,Lab,17813,Jon Cruddas,
1115251200000175,2005-05-05,E14000657,false,,40606,56.79,,6372,15.69,,Lab,true,true,,,,,19964,,
1273104000000176,2010-05-06,E14000658,false,69352,42896,61.85,2.42,3388,7.9,2.42,Lab,false,false,Lab,9.14,C,Lab,16891,Jenny Chapman,
1115251200000176,2005-05-05,E14000658,false,,39797,59.43,,10417,26.18,,Lab,true,true,,,,,20811,,
1273104000000177,2010-05-06,E14000659,false,76271,50080,65.66,2.41,10628,21.22,2.41,C,false,true,Lab,11.56,C,Lab,24428,Gareth Johnson,
1115251200000177,2005-05-05,E14000659,false,,45342,63.25,,860,1.9,,Lab,true,true,,,,,19518,,
1273104000000178,2010-05-06,E14000660,false,71451,51774,72.46,4.58,19188,37.06,4.58,C,false,false,C,0.71,LD,C,29252,Chris Heaton-Harris,
1115251200000178,2005-05-05,E14000660,false,,46818,67.88,,11776,25.15,,C,true,true,,,,,24809,,
1273104000000179,2010-05-06,W07000042,false,53470,36984,69.17,4.72,2272,6.14,4.72,Lab,false,false,Lab,6.7,C,Lab,15083,David Hanson,
1115251200000177,2005-05-05,E14000659,false,,34004,64.44,,6644,19.54,,Lab,false,true,,,,,,,
1273104000000180,2010-05-06,E14000661,false,64765,37635,58.11,5.57,9831,26.12,5.57,Lab,false,false,Lab,6.25,C,Lab,19191,Andrew Gwynne,
1115251200000180,2005-05-05,E14000661,false,,33994,52.54,,13128,38.62,,Lab,true,true,,,,,19595,,
1273104000000181,2010-05-06,E14000662,false,71484,45080,63.06,0.57,613,1.36,0.57,Lab,false,false,Lab,7.39,C,Lab,14896,Chris Williamson,
1115251200000181,2005-05-05,E14000662,false,,39032,62.5,,5691,14.58,,Lab,true,true,,,,,16420,,
1273104000000182,2010-05-06,E14000663,false,71012,41188,58,-6.68,6122,14.86,-6.68,Lab,false,false,Lab,9.26,C,Lab,17851,Margaret Beckett,
1115251200000182,2005-05-05,E14000663,false,,40201,64.68,,11655,28.99,,Lab,true,true,,,,,21370,,
1273104000000183,2010-05-06,E14000664,false,63367,46780,73.82,6.28,13866,29.64,6.28,C,false,false,C,3.74,C,LD,24378,Patrick McLoughlin,
1115251200000183,2005-05-05,E14000664,false,,42325,67.55,,8810,20.82,,C,true,true,,,,,19684,,
1273104000000184,2010-05-06,E14000814,false,66297,47342,71.41,4.87,11292,23.85,4.87,C,false,false,C,5.66,C,Lab,22877,Pauline Latham,
1115251200000184,2005-05-05,E14000814,false,,42503,66.54,,5329,12.54,,C,true,true,,,,,20050,,
1273104000000185,2010-05-06,E14000843,false,71422,47034,65.85,4.7,2445,5.2,4.7,Lab,false,false,Lab,8.56,C,Lab,17948,Natascha Engel,
1115251200000185,2005-05-05,E14000843,false,,42863,61.15,,9564,22.31,,Lab,true,true,,,,,20675,,
1273104000000186,2010-05-06,E14000935,false,70610,50419,71.4,4.54,7128,14.14,4.54,C,false,true,Lab,9.8,C,Lab,22935,Heather Wheeler,
1115251200000186,2005-05-05,E14000935,false,,44663,66.86,,2436,5.45,,Lab,true,true,,,,,19146,,
1273104000000187,2010-05-06,E14000665,false,67374,46340,68.78,3.48,13005,28.06,3.48,C,false,false,C,0.33,LD,C,25519,Claire Perry,
1115251200000187,2005-05-05,E14000665,false,,42813,65.3,,12259,28.63,,C,true,true,,,,,21849,,
1273104000000188,2010-05-06,E14000623,false,71204,53873,75.66,5.82,9230,17.13,5.82,C,false,false,C,6.07,C,LD,27737,Mel Stride,
1115251200000188,2005-05-05,E14000623,false,,46880,69.84,,2338,4.99,,C,true,true,,,,,20517,,
1273104000000189,2010-05-06,E14000678,false,73109,53092,72.62,4.62,9114,17.17,4.62,C,false,false,C,1.03,LD,C,25662,Hugo Swire,
1115251200000189,2005-05-05,E14000678,false,,47672,68,,9168,19.23,,C,true,true,,,,,22535,,
1273104000000190,2010-05-06,E14000838,false,74508,51321,68.88,0.61,5821,11.34,0.61,LD,false,false,LD,0.32,LD,C,24305,Nick Harvey,
1115251200000190,2005-05-05,E14000838,false,,49268,68.27,,5276,10.71,,LD,true,true,,,,,22869,,
1273104000000191,2010-05-06,E14000950,false,70059,49860,71.17,2.94,15874,31.84,2.94,C,false,false,C,5.64,C,LD,27908,Gary Streeter,
1115251200000191,2005-05-05,E14000950,false,,46931,68.22,,9442,20.12,,C,true,true,,,,,20831,,
1273104000000192,2010-05-06,E14001000,false,76574,55257,72.16,0.91,2957,5.35,0.91,C,false,false,C,0.01,LD,C,25230,Geoffrey Cox,
1115251200000192,2005-05-05,E14001000,false,,50906,71.25,,2732,5.37,,C,true,true,,,,,21520,,
1273104000000193,2010-05-06,E14000666,false,78901,54008,68.45,9.17,1526,2.83,9.17,C,false,true,Lab,5.85,C,Lab,18898,Simon Reevell,
1115251200000193,2005-05-05,E14000666,false,,45036,59.28,,3999,8.88,,Lab,true,true,,,,,18278,,
1273104000000194,2010-05-06,E14000667,false,73214,43430,59.32,5.97,3595,8.28,5.97,Lab,false,false,Lab,10.64,C,Lab,16472,Caroline Flint,
1115251200000194,2005-05-05,E14000667,false,,38345,53.35,,11333,29.56,,Lab,true,true,,,,,21674,,
1273104000000195,2010-05-06,E14000668,false,75207,41745,55.51,3.47,6229,14.92,3.47,Lab,false,false,Lab,8.72,C,Lab,16569,Rosie Winterton,
1115251200000195,2005-05-05,E14000668,false,,37774,52.04,,10325,27.33,,Lab,true,true,,,,,19265,,
1273104000000196,2010-05-06,E14000669,false,72381,41483,57.31,4.68,10909,26.3,4.68,Lab,false,false,Lab,2.77,C,Lab,19637,Ed Miliband,
1115251200000196,2005-05-05,E14000669,false,,37765,52.63,,12027,31.85,,Lab,true,true,,,,,19300,,
1273104000000197,2010-05-06,E14000815,false,72647,46788,64.4,-7.68,269,0.57,-7.68,LD,false,false,LD,6.27,C,LD,21100,Annette Brooke,
1115251200000197,2005-05-05,E14000815,false,,45220,72.09,,5931,13.12,,LD,true,true,,,,,22596,,
1273104000000198,2010-05-06,E14000839,false,73698,54141,73.46,4.15,7625,14.08,4.15,C,false,false,C,2.75,C,LD,27640,Bob Walter,
1115251200000198,2005-05-05,E14000839,false,,48956,69.31,,4200,8.58,,C,true,true,,,,,22721,,
1273104000000199,2010-05-06,E14000936,false,73838,50310,68.14,-0.61,7443,14.79,-0.61,C,false,true,Lab,9.26,C,Lab,22667,Richard Drax,
1115251200000195,2005-05-05,E14000668,false,,48584,68.75,,1812,3.73,,Lab,false,true,,,,,,,
1273104000000200,2010-05-06,E14001031,false,76869,57337,74.59,-1.7,3923,6.84,-1.7,C,false,false,C,1.11,C,LD,27287,Oliver Letwin,
1115251200000196,2005-05-05,E14000669,false,,53225,76.29,,2461,4.62,,C,false,true,,,,,,,
1273104000000201,2010-05-06,E14000670,false,71832,50385,70.14,2.82,5274,10.47,2.82,C,false,true,Lab,10.43,C,Lab,22174,Charlie Elphicke,
1115251200000201,2005-05-05,E14000670,false,,48145,67.32,,5005,10.4,,Lab,true,true,,,,,21833,,
1273104000000202,2010-05-06,N06000013,false,60698,33481,55.16,1.12,14364,42.9,1.12,Ind,false,false,Ind,,,,21181,Sylvia Hermon,
1115251200000198,2005-05-05,E14000839,false,,32290,54.04,,4944,15.31,,UUP,false,true,,,,,,,
1273104000000203,2010-05-06,N06000015,false,70784,42589,60.17,-5.67,8412,19.75,-5.67,SDLP,false,false,SDLP,0.06,SF,SDLP,20648,Margaret Ritchie,
1115251200000202,2005-05-05,N06000013,false,,44302,65.84,,8801,19.87,,SDLP,true,true,,,,,20758,,
1273104000000204,2010-05-06,E14000671,false,60838,38602,63.45,2.18,649,1.68,2.18,Lab,false,false,Lab,4.73,C,Lab,14923,Ian Austin,
1115251200000204,2005-05-05,E14000671,false,,36845,61.27,,4106,11.14,,Lab,true,true,,,,,15682,,
1273104000000205,2010-05-06,E14000672,false,60572,38165,63.01,2.78,3856,10.1,2.78,C,false,true,Lab,9.51,C,Lab,16450,Chris Kelly,
1115251200000205,2005-05-05,E14000672,false,,36163,60.23,,3222,8.91,,Lab,true,true,,,,,15896,,
1273104000000206,2010-05-06,E14000673,false,72817,48214,66.21,9.32,9365,19.42,9.32,Lab,false,false,Lab,0.84,LD,Lab,22461,Tessa Jowell,
1115251200000206,2005-05-05,E14000673,false,,39756,56.89,,7853,19.75,,Lab,true,true,,,,,17590,,
1273104000000207,2010-05-06,S14000013,false,74581,52173,69.95,1.44,7449,14.28,1.44,Lab,false,false,Lab,4.27,Lab,C,23950,Russell Brown,
1115251200000203,2005-05-05,N06000015,false,,50891,68.52,,2922,5.74,,Lab,false,true,,,,,,,
1273104000000208,2010-05-06,S14000014,false,66627,45892,68.88,1.33,4194,9.14,1.33,C,false,false,C,2.62,C,Lab,17457,David Mundell,
1115251200000204,2005-05-05,E14000671,false,,44616,67.55,,1738,3.9,,C,false,true,,,,,,,
1273104000000209,2010-05-06,S14000018,false,63795,47948,75.16,3.01,2184,4.55,3.01,LD,false,false,LD,2.07,Lab,LD,18551,Jo Swinson,
1115251200000205,2005-05-05,E14000672,false,,46724,72.15,,4061,8.69,,LD,false,true,,,,,,,
1273104000000210,2010-05-06,S14000059,false,66085,42266,63.96,2.62,17408,41.19,2.62,Lab,false,false,Lab,5.5,Lab,SNP,25905,Gemma Doyle,
1115251200000206,2005-05-05,E14000673,false,,41589,61.34,,12553,30.18,,Lab Co-op,false,true,,,,,,,
