id	lat	lon
E14000971	54.51744392	-1.33596572
E14000972	53.01716346	-2.161628765
E14000973	53.06511826	-2.201607941
E14000974	52.97841899	-2.142384098
E14000975	52.88833269	-2.207220906
E14000976	52.45432214	-2.127583569
N06000016	54.50530303	-5.668846475
E14000977	52.167099	-1.710314194
E14000978	51.43852522	-0.12846876
E14000979	53.44525223	-2.350234131
E14000980	51.74323774	-2.28978431
E14000624	52.2207018	1.222849694
E14000981	52.19687021	1.479850051
E14000946	52.05916091	0.879088958
E14001034	52.29423055	0.599585887
E14000982	54.90335756	-1.390260329
E14000681	51.22364532	-0.047286423
E14000983	51.32954782	-0.675591512
E14000953	51.15110414	-0.683926808
E14000817	51.02563929	-0.106866486
E14000984	51.36207648	-0.207632802
E14000985	52.56068121	-1.812122863
W07000048	51.65740246	-3.913184722
W07000047	51.62321318	-3.99638319
E14000851	51.61542722	-1.750427962
E14000947	51.53262547	-1.736071713
E14000986	52.64602396	-1.739403186
E14000987	53.29718773	-2.390249396
E14000988	51.00923319	-3.155751249
E14000989	52.66406591	-2.454925131
E14000990	51.94799092	-2.060689571
E14000852	51.34992995	1.246366474
E14000948	51.29249819	1.308710439
E14000993	54.19769161	-0.934068944
E14000994	51.55220924	-2.425718877
E14000995	51.49313646	0.305789301
E14000996	50.86216715	-3.264449235
E14000997	51.23215761	0.260734144
E14000998	51.43517221	-0.164598396
E14000999	50.46441246	-3.544455692
W07000053	51.70112584	-3.056471792
E14001001	50.37384022	-3.725428735
E14001002	51.590378	-0.077607242
E14001003	50.27830012	-5.046479808
E14001004	51.11857053	0.388562591
E14001005	51.42904698	-0.343249274
E14001006	55.03345161	-1.479180314
E14000853	55.02276555	-1.553181821
N06000018	54.66519289	-7.341245736
N06000010	54.70380562	-6.701040417
N06000017	54.44964976	-6.376256088
E14001007	51.54259672	-0.441432853
W07000060	53.23495709	-3.40619341
W07000078	51.44738637	-3.408724045
E14001008	51.47817618	-0.118649067
E14001009	53.64967424	-1.548242886
E14001010	53.41125736	-3.073734251
E14001011	52.60465824	-2.01804562
E14001012	52.57322284	-1.970380778
E14001013	51.5836958	-0.024959156
E14001014	55.16892482	-1.638705494
E14001015	51.6142519	-1.420290492
E14001016	52.48578366	-1.986623381
E14001017	53.42642049	-2.549851017
E14001018	53.36975974	-2.573397926
E14001019	52.26716595	-1.580337941
E14000854	52.54427208	-1.626352641
E14001020	54.90776855	-1.496278058
E14001021	51.67196887	-0.406700845
E14001022	52.44158316	1.571083101
E14001023	51.01114475	0.169614028
E14001024	53.27548848	-2.650037278
E14001025	52.28909966	-0.667176654
E14001026	51.22939136	-2.735446373
E14001027	51.77383491	-0.201208524
E14001028	53.48304256	-1.33348399
E14001029	52.53554357	-1.974089569
E14001030	52.52765498	-2.035920085
E14001032	51.52987517	0.015195891
E14001036	51.52590769	-0.179541353
E14001037	54.32248338	-2.782236793
E14001038	51.34119177	-2.869458957
E14001039	53.5656968	-2.640766375
E14000860	51.53145815	-2.043839862
E14000954	51.14921218	-2.134009317
E14001040	51.41556226	-0.215221607
E14001041	51.09049327	-1.289038993
E14001042	51.44073884	-0.654221578
E14001043	53.33021592	-3.026194508
E14001044	53.36926205	-3.124636475
E14001045	51.80934162	0.710534913
E14001046	51.83643303	-1.505686432
E14001047	51.29953069	-0.599211528
E14001048	51.40308147	-0.990655823
E14001049	52.61086456	-2.105771077
E14001050	52.5636718	-2.092053499
E14001051	52.58564902	-2.158001722
E14001052	52.19498243	-2.211198102
E14000818	52.1813556	-2.055483302
E14001035	52.16008555	-2.292721475
E14001053	54.77097761	-3.280219127
E14001054	53.4821526	-2.409364303
E14000682	50.84225322	-0.315100596
E14001055	50.81996081	-0.434408117
E14000992	52.71959985	-2.442219958
W07000044	53.07399238	-2.949328257
E14001056	51.60649849	-0.824642627
E14001057	53.85481765	-2.773423798
E14001058	52.37881918	-2.273521811
E14001059	53.39215365	-2.278888852
E14001060	50.91851823	-2.816543307
W07000041	53.28794254	-4.371509573
E14001061	53.95513166	-1.089666589
E14001062	53.95791501	-1.056231039
E14000683	53.99153503	-0.533084454
