id	votes	electorate	winner	Lab	C	LD	Green	UKIP	SNP	DUP	SF	PC	Alliance	SDLP	Speaker	ind	BNP	Respect
W07000058	29966	44593	C	7336	10734	5786		632				5341
E14000755	49819	71720	C	16426	18294	11240	2568	1206
E14000757	54266	83557	C	5982	26516	15697	652	3258
E14000759	47018	72372	C	16102	21506	5966	572	871
E14000761	46941	75770	C	16292	18371	8556	775	1365
E14000762	70264	109922	C	8169	32810	22283	931	2435
E14000766	47692	65893	C	17063	20003	7059		1470
E14000767	48431	64362	C	6949	25945	13393	568	1214
E14000768	35150	65975	C	8979	17595	6872	753	754
E14000769	47328	68824	C	14153	23247	7498
E14000774	47906	66361	C	16917	19362	8072	383	1528
E14000776	42701	67379	C	15071	15404	8167	1888	1020
E14000858	51952	71217	C	15636	23147	8639		1134
E14000940	54577	76633	C	11392	27000	11476		1988
E14000791	51563	72586	C	10230	28048	10365		2920
E14000792	45721	73540	C	16105	17163	9256		1004
E14000797	52838	77505	C	18227	21971	9675		925
E14000798	50494	77650	C	8760	25065	11194		2183
E14000799	48732	66632	C	3272	25720	15971	447	2127
E14000802	50059	75370	C	10164	23503	11544	840	1418
E14000803	53720	72844	C	3795	31937	15168	482	1243
E14000804	48928	71041	C	4769	23491	17602	655	1637
E14000806	47895	68777	C	6070	28661	9254		2446
E14000811	51238	70488	C	3266	28818	16693		1490
E14000812	52162	82228	C	10703	26956	9278	678	1378
E14000821	53888	82432	C	14458	23419	11894	733	1772
E14000822	55333	86559	C	17833	23034	9787	774	2074
E14000824	54324	72297	C	3804	31263	15610	895	2752
W07000054	46519	64538	C	12041	22466	9026	587	1126				1273
W07000063	33813	48730	C	2407	13976	12792		1128				2802
E14000825	43436	69576	C	17169	18035	5791	598	1843
E14000827	50036	72858	C	4915	26443	15136	1024	2518
E14000828	47572	68332	C	4666	27980	11084	1059	2783
E14000829	38707	73486	C	6842	17431	1004	1057	10028
E14000830	58589	79144	C	2505	33057	20809	490	1475
E14000835	48283	69319	C	3387	20774	20251	701	3088
E14000816	50765	74260	C	8857	25123	11267	1457	2800
E14000859	47800	73105	C	6353	25916	11106	745	1841
E14000941	54993	76179	C	7252	27133	16193	1000	2329
E14000952	49150	73758	C	9119	23753	10613	830	3061
E14000861	40271	61850	C	11799	13735	11250	443	1238
E14000862	38978	63105	C	9913	15917	7579	363	1897
E14000942	59890	82033	C	10380	33081	12603	685	2406
E14000863	42573	64814	C	13379	17280	7783	1245	1878
E14000868	44646	67837	C	16467	18536	6846
E14000869	45492	65699	C	8768	24625	6996	371	1532
E14000872	48911	67732	C	4400	29200	12000	511	1360
E14000874	56480	86458	C	5999	23906	23730	1184	1518
E14000875	45045	66422	C	13927	17512	9095		1476
E14000877	45087	64484	C	5834	24071	12830		1259
E14000878	44927	70278	C	13272	18133	8816	523	3007
E14000880	43894	72938	C	13901	15050	10829	904	2854
E14000881	47436	72641	C	6041	22532	14991		2507
E14000883	44118	70329	C	12244	19533	8874	461	1812
W07000065	39602	57400	C	12339	16944	5759		906				3654
E14000886	49083	69257	C	17215	18874	10224		1221
E14000887	40785	63371	C	11170	21223	6907	591	435
E14000888	52343	75661	C	7577	30257	7919		2211
E14000889	49985	74929	C	12729	21269	13664	1069	1086
E14000890	47530	72120	C	14519	20523	9546	582	1508
E14000892	44018	66573	C	13317	19138	7750	393	1497
E14000893	49978	71604	C	5672	26688	13097	1087	2089
E14000894	52287	77789	C	11529	26298	10732		3496
E14000895	53412	80563	C	8150	33541	10205	1516
E14000896	59268	77751	C	2979	29461	25370	572	669
E14000899	41631	71467	C	8459	19509	8084	707	2405
E14000900	46481	71306	C	9077	26031	5572	447	2050
E14000901	48939	68157	C	3116	24345	20189		1289
E14000902	47128	73229	C	15198	19691	8541		1617
E14000905	47468	68914	C	14901	20901	9434	451	406
E14000906	50205	70873	C	9806	28866	8345	740	1351
E14000907	48150	72566	C	6446	26915	10406	696	3146
E14000908	53687	72955	C	11128	27470	11659	1251	2179
E14000909	55220	77185	C	7893	28228	14228		2526
E14000910	54369	76035	C	5288	30155	14913	735	2228
E14000960	52835	70058	C	9288	21533	19228	758	2028
E14000912	48481	67430	C	3690	23859	17893	506	1392
E14000913	49282	75470	C	12978	21108	11093	734	1484
E14000917	51728	72804	C	13297	25562	9180		1635
E14000918	49408	69591	C	6541	28076	10561		1782
E14000924	48954	71443	C	18997	19211	7283		1490
E14000925	49427	67689	C	14058	24002	9890	1477
E14000926	53045	75446	C	10915	23313	15369	565	1627
E14000849	51869	78930	C	9406	26692	10864	808	2432
E14000927	48578	75855	C	11930	24313	7943		2610
E14000928	54724	77381	C	5498	27685	17735		1909
E14000929	59530	84806	C	10051	30719	10814		2163
E14000850	57941	77306	C	6448	28549	20687		2257
E14000846	51203	67881	C	16216	21130	11433	670	1754
E14000939	50188	76243	C	7024	29639	7759	724	3246
E14000943	51458	75822	C	17842	23396	7271		1895
E14000957	43606	66918	C	5850	20086	12816	644	1714
E14000959	47304	70479	C	7789	22261	12242		4009
E14000965	50239	70667	C	16587	22047	8211	564	1727
E14000966	43815	62137	C	13104	19793	7338		3580
E14000945	50440	73849	C	10244	26834	8427		2753
E14000968	44651	68937	C	14913	18491	7432		2004
E14000971	50284	73840	C	19245	19577	7600		1471
E14000975	47229	67062	C	9770	23890	10598	490	2481
E14000976	47234	69637	C	14989	20153	7733	394	2103
E14000977	50542	69517	C	4809	26052	14706	527	1846
E14000980	57973	78286	C	22380	23679	8955	1542	1301
E14000624	53420	75786	C	8636	27125	13339	1452	2361
E14000981	54893	76572	C	8812	25475	16347	1103	3156
E14000946	51416	72498	C	7368	24550	15861		3637
E14001034	48089	74374	C	7089	24312	11262		3085
E14000681	54640	76855	C	4925	31007	14133		3770
E14000983	54347	78107	C	5552	31326	14037		3432
E14000953	57259	76501	C	3419	33605	17287	690	1486
E14000817	55855	77199	C	3689	28329	20927	645	1423
E14000985	50589	74489	C	10298	27303	9117	535	1587
E14000851	50295	78384	C	15348	22408	8668	487	1842
E14000947	47119	72619	C	16143	19687	8305	619	2029
E14000986	46390	71962	C	15148	21238	7516		2253
E14000987	45231	66746	C	7803	24687	10200
E14000990	53961	76655	C	6253	25472	19162	525	2230
E14000852	43343	68602	C	9298	22826	8400		2819
E14000948	45933	70045	C	14426	22043	6935		2529
E14000993	38142	76416	C	5169	20167	8886		2502
E14000995	45821	77758	C	16777	16869	4901		3390
E14000996	54894	76808	C	4907	27614	18294	802	3277
E14000997	51314	71790	C	6476	29723	11545	764	1911
E14001001	47843	67962	C	3538	21940	17013	1181	2890
E14001003	48768	70598	C	4697	20349	19914	858	1911
E14001004	50320	73855	C	5448	28302	12726	914	2054
E14001007	45076	71160	C	10542	21758	8995	477	1234
W07000078	48667	70211	C	16034	20341	7403	457	1529				2667
E14001015	56341	80456	C	7855	29284	15737	1044	2421
E14001018	54874	79182	C	18088	19641	15094	427	1624
E14001019	49032	67800	C	17363	20876	8977	693	926
E14000854	47265	70138	C	18939	18993	5481		1335
E14001021	55208	80798	C	14750	19291	17866	885	1199
E14001022	51141	78532	C	19802	20571	6811	1167	2684
E14001023	54969	76537	C	5266	31090	13911	1383	3319
E14001024	43990	67269	C	15962	16953	8196	338	1018
E14001025	51661	76846	C	13131	24918	8848	480	1636
E14001027	48972	72058	C	10471	27894	8010	796	1643
E14001038	52716	78487	C	5772	23356	20665		1406
E14000860	48699	66315	C	3239	25114	17631	599	1908
E14000954	49018	71647	C	5613	25321	14954		2684
E14001040	47395	65723	C	10550	23257	11849	590	914
E14001041	55955	73805	C	3051	27155	24107		1139
E14001042	49588	69511	C	4910	30172	11118	628	1612
E14001044	39372	55050	C	14290	16726	6630		899
E14001045	46835	66969	C	8656	24448	9252	1419	3060
E14001046	57769	78766	C	7511	33973	11233	2385	2001
E14001047	52786	73837	C	4246	26551	19744		1997
E14001048	54528	76386	C	5516	28754	15262	567	1664
E14001051	40160	58845	C	15653	16344	6430		1487
E14001052	48974	72835	C	16376	19358	9525	735	1360
E14000818	50931	72145	C	7613	27770	11906	593	3049
E14001035	54093	72807	C	3661	27213	20459	641	2119
E14000682	48397	74001	C	8087	23458	12353	1126	2984
E14001055	49123	75945	C	5800	25416	13687	996	2924
E14000992	45968	65544	C	12472	21922	8019		2050
E14001056	48151	74175	C	8326	23423	13863		2123
E14001057	51308	70201	C	10932	26877	11033		2466
E14001058	50899	76713	C	7298	18793	6040		1498
E14001062	53300	75939	C	9108	22912	19224		1100
E14000683	51254	80105	C	10401	24328	10842	762	2142
E14000598	51834	74009	Green	14986	12275	7159	16238	948
W07000049	30958	50838	Lab	16073	4411	5034		489				2198
S14000001	37701	64808	Lab	16746	4666	7001			8385
S14000002	43034	64031	Lab	15722	8914	12216	413		5102
S14000003	35849	62364	Lab	20849	3133	2898			8441
W07000043	39923	60931	Lab	15804	12885	7308		1009				1549
E14000535	48196	77379	Lab	16239	10698	16047		933
E14000537	38432	67714	Lab	18604	9510	5703		1686
S14000006	45893	73320	Lab	21632	11721	4264			8276
S14000010	43915	68352	Lab	20950	8943	5236			8364
S14000048	46116	74223	Lab	21860	7212	4630			11965
E14000540	45343	73868	Lab	24628	8073	3719	317	1300
E14000541	24219	65471	Lab	14724	1999	1012		2953								1266	1463
E14000542	38386	68435	Lab	18059	6329	6969		1731
E14000543	44124	68943	Lab	21226	16018	4424	530	841
E14000546	49577	76513	Lab	25018	16803	5570		1779
E14000548	51109	76738	Lab	21565	17159	8095	605
E14000555	50728	81243	Lab	21784	7071	10210	856
E14000559	35323	62773	Lab	22082	6687	6554
E14000560	41571	68573	Lab	16894	15620	6387	469	732
E14000561	35546	66405	Lab	14869	11592	5742		842
E14000562	48727	76580	Lab	16039	7320	11988		950
E14000563	42472	75040	Lab	22077	4936	11775		714
E14000564	35833	73646	Lab	19950	4277	9845	859	902
E14000565	41814	71338	Lab	16841	14059	6550	406	1363
E14000566	42045	71304	Lab	21142	8960	9234		1675
E14000567	46563	74805	Lab	17950	14468	10371	664	1131
E14000569	41136	68368	Lab	16023	10805	9189		1119
E14000570	45499	72331	Lab	21751	11895	6918		942
E14000571	34204	69489	Lab	18563	6260	4861		894
E14000573	35192	63027	Lab	14449	12597	5082		1352
W07000072	32395	52442	Lab	16974	2265	3285		488				1333
E14000574	44913	67808	Lab	22297	7159	13180
E14000575	38566	62900	Lab	17156	6412	10488		1665
E14000577	43988	72766	Lab	21994	10812	6821		1721
E14000578	43277	66846	Lab	19870	15786	5624		1815
E14000579	39604	69499	Lab	18782	10148	6289	614	1564
E14000580	47576	71284	Lab	18327	18235	8177	545	1901
E14000581	41277	71422	Lab	27426	3678	6245		2514
E14000588	37995	63580	Lab	15682	11060	6948		1339
E14000592	52298	83896	Lab	24514	16486	8879	725	380
W07000073	38347	58700	Lab	13931	11668	8658		801				2269
E14000599	45017	69448	Lab	16471	12749	10993	803	1510
E14000601	48377	78579	Lab	18600	11086	13866	1216	1264
E14000612	48267	73544	Lab	19508	16216	8796	493	1017
W07000076	38692	62122	Lab	17377	6622	5688		910				6460
E14000615	46659	78627	Lab	27619	6080	10432	1361
W07000080	19436	75764	Lab	9193	3859	2103	800	1179				1854
W07000079	40958	62787	Lab	16894	12143	7186	750	1117				2868
E14000632	45839	71878	Lab	17891	7214	17342	600	1432
E14000637	49774	70976	Lab	21515	18922	6957		2021
W07000062	34681	53748	Lab	13311	10477	5965		819				3009
S14000011	41635	70067	Lab	27728	3374	3519			7014
E14000647	42787	63149	Lab	19699	15866	4365	389	994
E14000648	35665	79878	Lab	17267	9476	1770	378	5108									614
E14000649	43383	73035	Lab	21384	9609	7210		1291
E14000650	46560	72871	Lab	19936	13648	8344	497	1295
E14000651	45924	73652	Lab	19197	15352	8278	639	1767
E14000655	24568	93036	Lab	15898	4137	860	855	1400
S14000012	41150	64037	Lab	23549	3407	3924			9794
W07000070	29876	50650	Lab	15681	3010	4120		1001				6064
E14000657	44232	69764	Lab	17813	15183	3806	296	1569
E14000658	42896	68168	Lab	16891	13503	10046		1194
W07000042	36984	53470	Lab	15083	12811	5747		655				1844
E14000661	37635	66330	Lab	19191	9360	6727		2060
E14000662	45080	71474	Lab	14896	14283	12638		829
E14000663	41188	70999	Lab	17851	11729	8430		1821
E14000843	47034	71398	Lab	17948	15503	10947		2636
E14000667	43420	72597	Lab	16472	12877	7422		1904
E14000668	41745	72985	Lab	16569	10340	8795		1421
E14000669	41483	71681	Lab	19637	8728	6174		1797
E14000671	38602	60838	Lab	14923	14274	4066		3267
E14000673	48214	72817	Lab	22461	10684	13096	1266	707
S14000013	52173	74584	Lab	23950	16501	4608		695	6419
S14000059	42266	66086	Lab	25905	3242	3434		683	8497
S14000016	37126	63013	Lab	17994	3461	4233			10716
S14000017	48947	73590	Lab	22639	3305	17169		633	5201
E14000641	46252	68832	Lab	20496	6146	17429		856
E14000840	40967	67544	Lab	20698	8622	8617		1344
E14000856	43815	70350	Lab	18539	8766	10927		1259
E14000675	47678	73104	Lab	24023	14722	6283	505	685
E14000676	42756	66970	Lab	22024	12733	6383	705
E14000677	34914	63879	Lab	20579	4790	5597		1631
E14000679	50373	90674	Lab	35471	7645	5849	586
S14000019	50946	76534	Lab	26241	6613	5052	1003		11738
S14000020	49161	73348	Lab	21919	9661	8288	862	548	7883
S14000022	39865	60945	Lab	17314	4358	7751	2035		8133
S14000023	47356	69207	Lab	17740	7079	16016	1062		4568
S14000024	43801	59362	Lab	15215	9452	14899	881		3354
S14000025	45462	66361	Lab	19473	11026	8194	872		5530
E14000687	40377	63904	Lab	21665	12052	4252	516	1036
E14000688	44233	66509	Lab	19750	15419	6663		1619
E14000690	41964	62590	Lab	17416	15753	5299	419	1011
E14000696	42476	69900	Lab	19068	13365	5116	322	1139
E14000698	52247	77158	Lab	19942	17221	10581	792	1930
S14000028	50777	81869	Lab	23207	5698	5225		1283	15364
E14000701	23224	80813	Lab	12639	6436	1364	426	1276									540
E14000708	42825	71312	Lab	25493	6908	8616		1540
E14000709	38257	66492	Lab	20712	5716	8163	379	1103
E14000710	48190	70866	Lab	19821	17962	7350		1459
S14000029	30580	60105	Lab	15908	2158	5010	800	246	5357
S14000030	32164	61865	Lab	19797	1453	1617		209	7957
S14000031	29613	51490	Lab	13181	2089	9283	947		3530
S14000032	29409	59861	Lab	20100	1569	2262			4158
S14000033	35582	60997	Lab	19233	3537	5622	882		5430
S14000034	40094	65069	Lab	20736	4592	4739	961		8078
S14000035	31781	58191	Lab	19863	2084	2870			5192
S14000036	40501	67765	Lab	25247	2922	3108		425	8799
W07000046	41671	61696	Lab	16016	13333	7947		652				2760
E14000716	32954	61229	Lab	10777	10063	7388		2043
E14000718	41188	65489	Lab	20262	10109	7498	1054
E14000720	46461	73906	Lab	25553	6759	11092	2133
E14000721	42858	72841	Lab	23888	5800	9600	1493	651
E14000723	43555	70380	Lab	16278	14806	8335		654
E14000725	41338	68846	Lab	23843	8339	5718	647	1228
E14000726	47452	72348	Lab	20810	17261	7567	696	551
E14000727	52822	80373	Lab	17332	17290	16491	759	408
E14000732	46116	68554	Lab	20111	16968	7458	625	954
E14000733	38242	68927	Lab	16267	10758	6533		2682
E14000737	42637	70231	Lab	23377	12553	3726	348
E14000740	43840	75542	Lab	20506	10662	5667
E14000747	28472	79170	Lab	11633	3496	1457	870	11016
E14000750	54649	86563	Lab	25198	11134	15256	1480	587
E14000754	38021	68729	Lab	19137	8147	5292		1022
E14000756	40524	66318	Lab	15725	11253	10023	1641
E14000771	34184	67530	Lab	16387	5667	7790		2745
E14000772	33291	64082	Lab	13044	4365	12403	478	1358
E14000773	31505	57264	Lab	13378	6361	7636		1688
E14000758	42672	67221	Lab	17531	14441	5033	463	1481
E14000760	51191	86220	Lab	25301	14014	8679	1319	1132
S14000038	28097	61856	Lab	15118	2784	627		288	9280
E14000763	44554	68119	Lab	24276	6339	11875	1348	716
E14000764	43555	67650	Lab	18407	8449	14838	710	701
W07000077	34684	54866	Lab	17069	4854	3597		930				4518
E14000765	38784	64350	Lab	20910	8002	7163
S14000040	46553	74131	Lab	24460	6592	3419			12082
S14000041	45802	73534	Lab	29559	4258	4269		760	6550
E14000775	44658	79564	Lab	31650	4004	5964		1145
S14000042	46554	74773	Lab	23258	6981	5249		616	9780
E14001033	48473	73835	Lab	21883	17540	6573	485	1775
E14000777	37394	81266	Lab	18434	7541	7789
E14000778	37813	64698	Lab	19056	8763	6618
E14000779	47535	67899	Lab	20287	15742	9310		842
E14000781	38752	67453	Lab	16389	7641	9373	1832	1140
E14000782	47995	72986	Lab	25804	11722	6817	733	725
E14000783	34180	77880	Lab	19771	5169	7693		994
E14000784	35819	64900	Lab	13745	9728	8107	639	883
E14000785	44332	75903	Lab	21295	9284	8049		1535
E14000789	41220	67058	Lab	22132	5551	9633	2772
E14000787	41719	65926	Lab	17966	9850	11750	624	771
E14000788	45028	69022	Lab	18501	11489	12673	931	1117
E14000790	40159	63541	Lab	17511	8928	11095	562	1080
S14000043	51450	80907	Lab	25634	6146	6589			13081
E14000793	38801	74539	Lab	22998	4243	8825	1355	674
E14000794	34335	62612	Lab	24709	2241	4891		898
E14000795	37914	62518	Lab	20132	2830	12965	598	890
E14000796	35784	63082	Lab	22953	3311	4486		1093
S14000044	47907	75924	Lab	23215	5158	5316		443	12424
W07000045	37461	55637	Lab	15916	5381	3902		1047				11215
E14000800	43018	65645	Lab	21192	13672	4784	490	1564
E14000801	42216	65219	Lab	14725	12396	9567	366	975
E14000805	43771	73813	Lab	20700	8210	7082
E14000807	16648	91692	Lab	11507	754	1571	652										492
E14000808	38325	75933	Lab	19211	4224	12508	1048
E14000810	48395	80069	Lab	18753	12741	7469		2985
W07000071	32076	54715	Lab	14007	2412	9951		872				1621
E14000819	16866	65095	Lab	10201	1063	1672		1990									328
E14000820	46214	72666	Lab	18138	16461	7340		1881
S14000045	39242	61387	Lab	18449	4661	6711	595	364	8100
E14000823	43797	65939	Lab	24722	11056	5202	381	857
E14000826	48856	74891	Lab	18365	17264	8186		1506
S14000047	39123	66918	Lab	23910	3660	3840			7104
W07000069	37122	57295	Lab	17172	4847	5535		829				7397
E14000834	43191	69433	Lab	16393	14841	8466		3491
E14000831	34157	60507	Lab	15694	6611	8228	568	754
E14000832	37840	64487	Lab	17043	6068	12590	620
E14000833	43946	67110	Lab	17950	7966	14536	319	1285
W07000055	34448	54437	Lab	12744	7918	11094		677				724
W07000056	39720	62111	Lab	16389	12845	6587	450	1144				1122
E14000836	46239	82336	Lab	22293	11314	7585
E14000865	33112	58705	Lab	15022	7846	8053	928	1138
E14000866	34285	63240	Lab	16646	8508	5849		1338
E14000867	40789	67441	Lab	15209	13437	9406	630	967
S14000050	50469	75115	Lab	19131	10342	5754	609	689	13944
W07000074	34650	55527	Lab	18644	5398	5260		780				3326
E14000870	34786	72788	Lab	14718	4481	11160	530	2029									1560
E14000871	42910	72359	Lab	19503	10151	8193		1387
E14000873	51651	81903	Lab	21938	9727	17357	1238	1202
S14000052	43707	63704	Lab	23613	6381	4597			8333
S14000053	39998	61197	Lab	23842	3979	3812			7228
E14000876	46516	68480	Lab	17565	14516	9800		1936
E14000879	41526	68062	Lab	15433	13845	7016	398	3188
W07000075	36671	58205	Lab	14220	5932	11435	361	1229				2673
E14000882	46700	74955	Lab	18679	12649	5209	449	565
E14000885	32505	61187	Lab	15668	7060	7935		1462
S14000021	51181	66249	Lab	25987	15567	4720		372	4535
W07000052	31072	51554	Lab	17183	1993	3309		358				5630
E14000897	45907	78952	Lab	16699	8305	15810		1999
E14000903	46758	72847	Lab	19147	13281	8111		2613
E14000904	21450	63420	Lab	9966	1157	451		4648										1778
S14000056	46981	76408	Lab	28566	4540	5636		675	7564
E14000962	44556	74985	Lab	23041	9940	8992		2100
E14000963	46081	77975	Lab	24364	8209	10242		1226
E14000911	41533	75483	Lab	16655	8497	10930		1084
E14000914	37034	63089	Lab	14640	12091	6774	396	1686
E14000915	40222	64728	Lab	18141	9445	8033		1479
E14000916	48463	67511	Lab	20307	16445	9656		2055
E14000921	38914	67740	Lab	21400	4468	7768		1596
E14000919	41468	67554	Lab	17138	4206	16973	1556	652
E14000923	40871	65571	Lab	17409	7081	11602	989	1530
